sen, cat, 0, 1, 2
if start less than var, if, start, <, var
if start tinier than 0, if, start, <, 0
if start tinier than x, if, start, <, x
if start tinier than end, if, start, <, end
if start tinier than size, if, start, <, size
if start tinier than london, if, start, <, london
if start tinier than var4, if, start, <, var4
if start tinier than str, if, start, <, str
if start tinier than v2, if, start, <, v2
if start tinier than i, if, start, <, i
if start tinier than start, if, start, <, start
if start tinier than var, if, start, <, var
if start smaller than 0, if, start, <, 0
if start smaller than x, if, start, <, x
if start smaller than end, if, start, <, end
if start smaller than size, if, start, <, size
if start smaller than london, if, start, <, london
if start smaller than var4, if, start, <, var4
if start smaller than str, if, start, <, str
if start smaller than v2, if, start, <, v2
if start smaller than i, if, start, <, i
if start smaller than start, if, start, <, start
if start smaller than var, if, start, <, var
if start lower than 0, if, start, <, 0
if start lower than x, if, start, <, x
if start lower than end, if, start, <, end
if start lower than size, if, start, <, size
if start lower than london, if, start, <, london
if start lower than var4, if, start, <, var4
if start lower than str, if, start, <, str
if start lower than v2, if, start, <, v2
if start lower than i, if, start, <, i
if start lower than start, if, start, <, start
if start lower than var, if, start, <, var
if int_5 lower than 0, if, int_5, <, 0
if int_5 lower than x, if, int_5, <, x
if int_5 lower than end, if, int_5, <, end
if int_5 lower than size, if, int_5, <, size
if int_5 lower than london, if, int_5, <, london
if int_5 lower than var4, if, int_5, <, var4
if int_5 lower than str, if, int_5, <, str
if int_5 lower than v2, if, int_5, <, v2
if int_5 lower than i, if, int_5, <, i
if int_5 lower than start, if, int_5, <, start
if int_5 lower than var, if, int_5, <, var
if int_5 younger than 0, if, int_5, <, 0
if int_5 younger than x, if, int_5, <, x
if int_5 younger than end, if, int_5, <, end
if int_5 younger than size, if, int_5, <, size
if int_5 younger than london, if, int_5, <, london
if int_5 younger than var4, if, int_5, <, var4
if int_5 younger than str, if, int_5, <, str
if int_5 younger than v2, if, int_5, <, v2
if int_5 younger than i, if, int_5, <, i
if int_5 younger than start, if, int_5, <, start
if int_5 younger than var, if, int_5, <, var
if int_5 lighter than 0, if, int_5, <, 0
if int_5 lighter than x, if, int_5, <, x
if int_5 lighter than end, if, int_5, <, end
if int_5 lighter than size, if, int_5, <, size
if int_5 lighter than london, if, int_5, <, london
if int_5 lighter than var4, if, int_5, <, var4
if int_5 lighter than str, if, int_5, <, str
if int_5 lighter than v2, if, int_5, <, v2
if int_5 lighter than i, if, int_5, <, i
if int_5 lighter than start, if, int_5, <, start
if int_5 lighter than var, if, int_5, <, var
if int_5 less than 0, if, int_5, <, 0
if int_5 less than x, if, int_5, <, x
if int_5 less than end, if, int_5, <, end
if int_5 less than size, if, int_5, <, size
if int_5 less than london, if, int_5, <, london
if int_5 less than var4, if, int_5, <, var4
if int_5 less than str, if, int_5, <, str
if int_5 less than v2, if, int_5, <, v2
if int_5 less than i, if, int_5, <, i
if int_5 less than start, if, int_5, <, start
if int_5 less than var, if, int_5, <, var
if int_5 tinier than 0, if, int_5, <, 0
if int_5 tinier than x, if, int_5, <, x
if int_5 tinier than end, if, int_5, <, end
if int_5 tinier than size, if, int_5, <, size
if int_5 tinier than london, if, int_5, <, london
if int_5 tinier than var4, if, int_5, <, var4
if int_5 tinier than str, if, int_5, <, str
if int_5 tinier than v2, if, int_5, <, v2
if int_5 tinier than i, if, int_5, <, i
if int_5 tinier than start, if, int_5, <, start
if int_5 tinier than var, if, int_5, <, var
if int_5 smaller than 0, if, int_5, <, 0
if int_5 smaller than x, if, int_5, <, x
if int_5 smaller than end, if, int_5, <, end
if int_5 smaller than size, if, int_5, <, size
if int_5 smaller than london, if, int_5, <, london
if int_5 smaller than var4, if, int_5, <, var4
if int_5 smaller than str, if, int_5, <, str
if int_5 smaller than v2, if, int_5, <, v2
if int_5 smaller than i, if, int_5, <, i
if int_5 smaller than start, if, int_5, <, start
if int_5 smaller than var, if, int_5, <, var
if int_5 lower than 0, if, int_5, <, 0
if int_5 lower than x, if, int_5, <, x
if int_5 lower than end, if, int_5, <, end
if int_5 lower than size, if, int_5, <, size
if int_5 lower than london, if, int_5, <, london
if int_5 lower than var4, if, int_5, <, var4
if int_5 lower than str, if, int_5, <, str
if int_5 lower than v2, if, int_5, <, v2
if int_5 lower than i, if, int_5, <, i
if int_5 lower than start, if, int_5, <, start
if int_5 lower than var, if, int_5, <, var
if i lower than 0, if, i, <, 0
if i lower than x, if, i, <, x
if i lower than end, if, i, <, end
if i lower than size, if, i, <, size
if i lower than london, if, i, <, london
if i lower than var4, if, i, <, var4
if i lower than str, if, i, <, str
if i lower than v2, if, i, <, v2
if i lower than i, if, i, <, i
if i lower than start, if, i, <, start
if i lower than var, if, i, <, var
if i younger than 0, if, i, <, 0
if i younger than x, if, i, <, x
if i younger than end, if, i, <, end
if i younger than size, if, i, <, size
if i younger than london, if, i, <, london
if i younger than var4, if, i, <, var4
if i younger than str, if, i, <, str
if i younger than v2, if, i, <, v2
if i younger than i, if, i, <, i
if i younger than start, if, i, <, start
if i younger than var, if, i, <, var
if i lighter than 0, if, i, <, 0
if i lighter than x, if, i, <, x
if i lighter than end, if, i, <, end
if i lighter than size, if, i, <, size
if i lighter than london, if, i, <, london
if i lighter than var4, if, i, <, var4
if i lighter than str, if, i, <, str
if i lighter than v2, if, i, <, v2
if i lighter than i, if, i, <, i
if i lighter than start, if, i, <, start
if i lighter than var, if, i, <, var
if i less than 0, if, i, <, 0
if i less than x, if, i, <, x
if i less than end, if, i, <, end
if i less than size, if, i, <, size
if i less than london, if, i, <, london
if i less than var4, if, i, <, var4
if i less than str, if, i, <, str
if i less than v2, if, i, <, v2
if i less than i, if, i, <, i
if i less than start, if, i, <, start
if i less than var, if, i, <, var
if i tinier than 0, if, i, <, 0
if i tinier than x, if, i, <, x
if i tinier than end, if, i, <, end
if i tinier than size, if, i, <, size
if i tinier than london, if, i, <, london
if i tinier than var4, if, i, <, var4
if i tinier than str, if, i, <, str
if i tinier than v2, if, i, <, v2
if i tinier than i, if, i, <, i
if i tinier than start, if, i, <, start
if i tinier than var, if, i, <, var
if i smaller than 0, if, i, <, 0
if i smaller than x, if, i, <, x
if i smaller than end, if, i, <, end
if i smaller than size, if, i, <, size
if i smaller than london, if, i, <, london
if i smaller than var4, if, i, <, var4
if i smaller than str, if, i, <, str
if i smaller than v2, if, i, <, v2
if i smaller than i, if, i, <, i
if i smaller than start, if, i, <, start
if i smaller than var, if, i, <, var
if i lower than 0, if, i, <, 0
if i lower than x, if, i, <, x
if i lower than end, if, i, <, end
if i lower than size, if, i, <, size
if i lower than london, if, i, <, london
if i lower than var4, if, i, <, var4
if i lower than str, if, i, <, str
if i lower than v2, if, i, <, v2
if i lower than i, if, i, <, i
if i lower than start, if, i, <, start
if i lower than var, if, i, <, var
if int_5 lower than 0, if, int_5, <, 0
if int_5 lower than x, if, int_5, <, x
if int_5 lower than end, if, int_5, <, end
if int_5 lower than size, if, int_5, <, size
if int_5 lower than london, if, int_5, <, london
if int_5 lower than var4, if, int_5, <, var4
if int_5 lower than str, if, int_5, <, str
if int_5 lower than v2, if, int_5, <, v2
if int_5 lower than i, if, int_5, <, i
if int_5 lower than start, if, int_5, <, start
if int_5 lower than var, if, int_5, <, var
if int_5 younger than 0, if, int_5, <, 0
if int_5 younger than x, if, int_5, <, x
if int_5 younger than end, if, int_5, <, end
if int_5 younger than size, if, int_5, <, size
if int_5 younger than london, if, int_5, <, london
if int_5 younger than var4, if, int_5, <, var4
if int_5 younger than str, if, int_5, <, str
if int_5 younger than v2, if, int_5, <, v2
if int_5 younger than i, if, int_5, <, i
if int_5 younger than start, if, int_5, <, start
if int_5 younger than var, if, int_5, <, var
if int_5 lighter than 0, if, int_5, <, 0
if int_5 lighter than x, if, int_5, <, x
if int_5 lighter than end, if, int_5, <, end
if int_5 lighter than size, if, int_5, <, size
if int_5 lighter than london, if, int_5, <, london
if int_5 lighter than var4, if, int_5, <, var4
if int_5 lighter than str, if, int_5, <, str
if int_5 lighter than v2, if, int_5, <, v2
if int_5 lighter than i, if, int_5, <, i
if int_5 lighter than start, if, int_5, <, start
if int_5 lighter than var, if, int_5, <, var
if int_5 less than 0, if, int_5, <, 0
if int_5 less than x, if, int_5, <, x
if int_5 less than end, if, int_5, <, end
if int_5 less than size, if, int_5, <, size
if int_5 less than london, if, int_5, <, london
if int_5 less than var4, if, int_5, <, var4
if int_5 less than str, if, int_5, <, str
if int_5 less than v2, if, int_5, <, v2
if int_5 less than i, if, int_5, <, i
if int_5 less than start, if, int_5, <, start
if int_5 less than var, if, int_5, <, var
if int_5 tinier than 0, if, int_5, <, 0
if int_5 tinier than x, if, int_5, <, x
if int_5 tinier than end, if, int_5, <, end
if int_5 tinier than size, if, int_5, <, size
if int_5 tinier than london, if, int_5, <, london
if int_5 tinier than var4, if, int_5, <, var4
if int_5 tinier than str, if, int_5, <, str
if int_5 tinier than v2, if, int_5, <, v2
if int_5 tinier than i, if, int_5, <, i
if int_5 tinier than start, if, int_5, <, start
if int_5 tinier than var, if, int_5, <, var
if int_5 smaller than 0, if, int_5, <, 0
if int_5 smaller than x, if, int_5, <, x
if int_5 smaller than end, if, int_5, <, end
if int_5 smaller than size, if, int_5, <, size
if int_5 smaller than london, if, int_5, <, london
if int_5 smaller than var4, if, int_5, <, var4
if int_5 smaller than str, if, int_5, <, str
if int_5 smaller than v2, if, int_5, <, v2
if int_5 smaller than i, if, int_5, <, i
if int_5 smaller than start, if, int_5, <, start
if int_5 smaller than var, if, int_5, <, var
if int_5 lower than 0, if, int_5, <, 0
if int_5 lower than x, if, int_5, <, x
if int_5 lower than end, if, int_5, <, end
if int_5 lower than size, if, int_5, <, size
if int_5 lower than london, if, int_5, <, london
if int_5 lower than var4, if, int_5, <, var4
if int_5 lower than str, if, int_5, <, str
if int_5 lower than v2, if, int_5, <, v2
if int_5 lower than i, if, int_5, <, i
if int_5 lower than start, if, int_5, <, start
if int_5 lower than var, if, int_5, <, var
if x3 lower than 0, if, x3, <, 0
if x3 lower than x, if, x3, <, x
if x3 lower than end, if, x3, <, end
if x3 lower than size, if, x3, <, size
if x3 lower than london, if, x3, <, london
if x3 lower than var4, if, x3, <, var4
if x3 lower than str, if, x3, <, str
if x3 lower than v2, if, x3, <, v2
if x3 lower than i, if, x3, <, i
if x3 lower than start, if, x3, <, start
if x3 lower than var, if, x3, <, var
if x3 younger than 0, if, x3, <, 0
if x3 younger than x, if, x3, <, x
if x3 younger than end, if, x3, <, end
if x3 younger than size, if, x3, <, size
if x3 younger than london, if, x3, <, london
if x3 younger than var4, if, x3, <, var4
if x3 younger than str, if, x3, <, str
if x3 younger than v2, if, x3, <, v2
if x3 younger than i, if, x3, <, i
if x3 younger than start, if, x3, <, start
if x3 younger than var, if, x3, <, var
if x3 lighter than 0, if, x3, <, 0
if x3 lighter than x, if, x3, <, x
if x3 lighter than end, if, x3, <, end
if x3 lighter than size, if, x3, <, size
if x3 lighter than london, if, x3, <, london
if x3 lighter than var4, if, x3, <, var4
if x3 lighter than str, if, x3, <, str
if x3 lighter than v2, if, x3, <, v2
if x3 lighter than i, if, x3, <, i
if x3 lighter than start, if, x3, <, start
if x3 lighter than var, if, x3, <, var
if x3 less than 0, if, x3, <, 0
if x3 less than x, if, x3, <, x
if x3 less than end, if, x3, <, end
if x3 less than size, if, x3, <, size
if x3 less than london, if, x3, <, london
if x3 less than var4, if, x3, <, var4
if x3 less than str, if, x3, <, str
if x3 less than v2, if, x3, <, v2
if x3 less than i, if, x3, <, i
if x3 less than start, if, x3, <, start
if x3 less than var, if, x3, <, var
if x3 tinier than 0, if, x3, <, 0
if x3 tinier than x, if, x3, <, x
if x3 tinier than end, if, x3, <, end
if x3 tinier than size, if, x3, <, size
if x3 tinier than london, if, x3, <, london
if x3 tinier than var4, if, x3, <, var4
if x3 tinier than str, if, x3, <, str
if x3 tinier than v2, if, x3, <, v2
if x3 tinier than i, if, x3, <, i
if x3 tinier than start, if, x3, <, start
if x3 tinier than var, if, x3, <, var
if x3 smaller than 0, if, x3, <, 0
if x3 smaller than x, if, x3, <, x
if x3 smaller than end, if, x3, <, end
if x3 smaller than size, if, x3, <, size
if x3 smaller than london, if, x3, <, london
if x3 smaller than var4, if, x3, <, var4
if x3 smaller than str, if, x3, <, str
if x3 smaller than v2, if, x3, <, v2
if x3 smaller than i, if, x3, <, i
if x3 smaller than start, if, x3, <, start
if x3 smaller than var, if, x3, <, var
if x3 lower than 0, if, x3, <, 0
if x3 lower than x, if, x3, <, x
