sen, cat, 0, 1
realize time to weather_london, variable, weather_london, time
realize time to int_5, variable, int_5, time
realize time to str, variable, str, time
realize time to var, variable, var, time
realize size to x, variable, x, size
realize size to wrferer, variable, wrferer, size
realize size to banana, variable, banana, size
realize size to start, variable, start, size
realize size to time, variable, time, size
realize size to num, variable, num, size
realize size to var4, variable, var4, size
realize size to size, variable, size, size
realize size to i, variable, i, size
realize size to j, variable, j, size
realize size to a, variable, a, size
realize size to weather_london, variable, weather_london, size
realize size to int_5, variable, int_5, size
realize size to str, variable, str, size
realize size to var, variable, var, size
realize a to x, variable, x, a
realize a to wrferer, variable, wrferer, a
realize a to banana, variable, banana, a
realize a to start, variable, start, a
realize a to time, variable, time, a
realize a to num, variable, num, a
realize a to var4, variable, var4, a
realize a to size, variable, size, a
realize a to i, variable, i, a
realize a to j, variable, j, a
realize a to a, variable, a, a
realize a to weather_london, variable, weather_london, a
realize a to int_5, variable, int_5, a
realize a to str, variable, str, a
realize a to var, variable, var, a
realize 4 to x, variable, x, 4
realize 4 to wrferer, variable, wrferer, 4
realize 4 to banana, variable, banana, 4
realize 4 to start, variable, start, 4
realize 4 to time, variable, time, 4
realize 4 to num, variable, num, 4
realize 4 to var4, variable, var4, 4
realize 4 to size, variable, size, 4
realize 4 to i, variable, i, 4
realize 4 to j, variable, j, 4
realize 4 to a, variable, a, 4
realize 4 to weather_london, variable, weather_london, 4
realize 4 to int_5, variable, int_5, 4
realize 4 to str, variable, str, 4
realize 4 to var, variable, var, 4
realize 5 to x, variable, x, 5
realize 5 to wrferer, variable, wrferer, 5
realize 5 to banana, variable, banana, 5
realize 5 to start, variable, start, 5
realize 5 to time, variable, time, 5
realize 5 to num, variable, num, 5
realize 5 to var4, variable, var4, 5
realize 5 to size, variable, size, 5
realize 5 to i, variable, i, 5
realize 5 to j, variable, j, 5
realize 5 to a, variable, a, 5
realize 5 to weather_london, variable, weather_london, 5
realize 5 to int_5, variable, int_5, 5
realize 5 to str, variable, str, 5
realize 5 to var, variable, var, 5
realize 10 to x, variable, x, 10
realize 10 to wrferer, variable, wrferer, 10
realize 10 to banana, variable, banana, 10
realize 10 to start, variable, start, 10
realize 10 to time, variable, time, 10
realize 10 to num, variable, num, 10
realize 10 to var4, variable, var4, 10
realize 10 to size, variable, size, 10
realize 10 to i, variable, i, 10
realize 10 to j, variable, j, 10
realize 10 to a, variable, a, 10
realize 10 to weather_london, variable, weather_london, 10
realize 10 to int_5, variable, int_5, 10
realize 10 to str, variable, str, 10
realize 10 to var, variable, var, 10
realize 234234 to x, variable, x, 234234
realize 234234 to wrferer, variable, wrferer, 234234
realize 234234 to banana, variable, banana, 234234
realize 234234 to start, variable, start, 234234
realize 234234 to time, variable, time, 234234
realize 234234 to num, variable, num, 234234
realize 234234 to var4, variable, var4, 234234
realize 234234 to size, variable, size, 234234
realize 234234 to i, variable, i, 234234
realize 234234 to j, variable, j, 234234
realize 234234 to a, variable, a, 234234
realize 234234 to weather_london, variable, weather_london, 234234
realize 234234 to int_5, variable, int_5, 234234
realize 234234 to str, variable, str, 234234
realize 234234 to var, variable, var, 234234
realize 343423424 to x, variable, x, 343423424
realize 343423424 to wrferer, variable, wrferer, 343423424
realize 343423424 to banana, variable, banana, 343423424
realize 343423424 to start, variable, start, 343423424
realize 343423424 to time, variable, time, 343423424
realize 343423424 to num, variable, num, 343423424
realize 343423424 to var4, variable, var4, 343423424
realize 343423424 to size, variable, size, 343423424
realize 343423424 to i, variable, i, 343423424
realize 343423424 to j, variable, j, 343423424
realize 343423424 to a, variable, a, 343423424
realize 343423424 to weather_london, variable, weather_london, 343423424
realize 343423424 to int_5, variable, int_5, 343423424
realize 343423424 to str, variable, str, 343423424
realize 343423424 to var, variable, var, 343423424
realize london to x, variable, x, london
realize london to wrferer, variable, wrferer, london
realize london to banana, variable, banana, london
realize london to start, variable, start, london
realize london to time, variable, time, london
realize london to num, variable, num, london
realize london to var4, variable, var4, london
realize london to size, variable, size, london
realize london to i, variable, i, london
realize london to j, variable, j, london
realize london to a, variable, a, london
realize london to weather_london, variable, weather_london, london
realize london to int_5, variable, int_5, london
realize london to str, variable, str, london
realize london to var, variable, var, london
realize opera to x, variable, x, opera
realize opera to wrferer, variable, wrferer, opera
realize opera to banana, variable, banana, opera
realize opera to start, variable, start, opera
realize opera to time, variable, time, opera
realize opera to num, variable, num, opera
realize opera to var4, variable, var4, opera
realize opera to size, variable, size, opera
realize opera to i, variable, i, opera
realize opera to j, variable, j, opera
realize opera to a, variable, a, opera
realize opera to weather_london, variable, weather_london, opera
realize opera to int_5, variable, int_5, opera
realize opera to str, variable, str, opera
realize opera to var, variable, var, opera
realize paul to x, variable, x, paul
realize paul to wrferer, variable, wrferer, paul
realize paul to banana, variable, banana, paul
realize paul to start, variable, start, paul
realize paul to time, variable, time, paul
realize paul to num, variable, num, paul
realize paul to var4, variable, var4, paul
realize paul to size, variable, size, paul
realize paul to i, variable, i, paul
realize paul to j, variable, j, paul
realize paul to a, variable, a, paul
realize paul to weather_london, variable, weather_london, paul
realize paul to int_5, variable, int_5, paul
realize paul to str, variable, str, paul
realize paul to var, variable, var, paul
realize fancy to x, variable, x, fancy
realize fancy to wrferer, variable, wrferer, fancy
realize fancy to banana, variable, banana, fancy
realize fancy to start, variable, start, fancy
realize fancy to time, variable, time, fancy
realize fancy to num, variable, num, fancy
realize fancy to var4, variable, var4, fancy
realize fancy to size, variable, size, fancy
realize fancy to i, variable, i, fancy
realize fancy to j, variable, j, fancy
realize fancy to a, variable, a, fancy
realize fancy to weather_london, variable, weather_london, fancy
realize fancy to int_5, variable, int_5, fancy
realize fancy to str, variable, str, fancy
realize fancy to var, variable, var, fancy
realize 9 to x, variable, x, 9
realize 9 to wrferer, variable, wrferer, 9
realize 9 to banana, variable, banana, 9
realize 9 to start, variable, start, 9
realize 9 to time, variable, time, 9
realize 9 to num, variable, num, 9
realize 9 to var4, variable, var4, 9
realize 9 to size, variable, size, 9
realize 9 to i, variable, i, 9
realize 9 to j, variable, j, 9
realize 9 to a, variable, a, 9
realize 9 to weather_london, variable, weather_london, 9
realize 9 to int_5, variable, int_5, 9
realize 9 to str, variable, str, 9
realize 9 to var, variable, var, 9
realize 223 to x, variable, x, 223
realize 223 to wrferer, variable, wrferer, 223
realize 223 to banana, variable, banana, 223
realize 223 to start, variable, start, 223
realize 223 to time, variable, time, 223
realize 223 to num, variable, num, 223
realize 223 to var4, variable, var4, 223
realize 223 to size, variable, size, 223
realize 223 to i, variable, i, 223
realize 223 to j, variable, j, 223
realize 223 to a, variable, a, 223
realize 223 to weather_london, variable, weather_london, 223
realize 223 to int_5, variable, int_5, 223
realize 223 to str, variable, str, 223
realize 223 to var, variable, var, 223
write 0 to x, variable, x, 0
write 0 to wrferer, variable, wrferer, 0
write 0 to banana, variable, banana, 0
write 0 to start, variable, start, 0
write 0 to time, variable, time, 0
write 0 to num, variable, num, 0
write 0 to var4, variable, var4, 0
write 0 to size, variable, size, 0
write 0 to i, variable, i, 0
write 0 to j, variable, j, 0
write 0 to a, variable, a, 0
write 0 to weather_london, variable, weather_london, 0
write 0 to int_5, variable, int_5, 0
write 0 to str, variable, str, 0
write 0 to var, variable, var, 0
write x to x, variable, x, x
write x to wrferer, variable, wrferer, x
write x to banana, variable, banana, x
write x to start, variable, start, x
